STATE/UT,CRIME HEAD,year,State/UTs,Crime Head,States/UTs
Bihar,CRUELTY BY HUSBAND OR RELATIVES,2011,,,
Chhattisgarh,CRUELTY BY HUSBAND OR RELATIVES,2011,,,
Goa,CRUELTY BY HUSBAND OR RELATIVES,2011,,,
Gujarat,CRUELTY BY HUSBAND OR RELATIVES,2011,,,
Haryana,CRUELTY BY HUSBAND OR RELATIVES,2011,,,
Himachal Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2011,,,
Jammu & Kashmir,CRUELTY BY HUSBAND OR RELATIVES,2011,,,
Jharkhand,CRUELTY BY HUSBAND OR RELATIVES,2011,,,
Karnataka,CRUELTY BY HUSBAND OR RELATIVES,2011,,,
Kerala,CRUELTY BY HUSBAND OR RELATIVES,2011,,,
Madhya Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2011,,,
Maharashtra,CRUELTY BY HUSBAND OR RELATIVES,2011,,,
Manipur,CRUELTY BY HUSBAND OR RELATIVES,2011,,,
Meghalaya,CRUELTY BY HUSBAND OR RELATIVES,2011,,,
Mizoram,CRUELTY BY HUSBAND OR RELATIVES,2011,,,
Nagaland,CRUELTY BY HUSBAND OR RELATIVES,2011,,,
Odisha,CRUELTY BY HUSBAND OR RELATIVES,2011,,,
Punjab,CRUELTY BY HUSBAND OR RELATIVES,2011,,,
Rajasthan,CRUELTY BY HUSBAND OR RELATIVES,2011,,,
Sikkim,CRUELTY BY HUSBAND OR RELATIVES,2011,,,
Tamil Nadu,CRUELTY BY HUSBAND OR RELATIVES,2011,,,
Tripura,CRUELTY BY HUSBAND OR RELATIVES,2011,,,
Uttar Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2011,,,
Uttarakhand,CRUELTY BY HUSBAND OR RELATIVES,2011,,,
West Bengal,CRUELTY BY HUSBAND OR RELATIVES,2011,,,
A&N Islands,CRUELTY BY HUSBAND OR RELATIVES,2011,,,
Chandigarh,CRUELTY BY HUSBAND OR RELATIVES,2011,,,
D&N Haveli,CRUELTY BY HUSBAND OR RELATIVES,2011,,,
Daman & Diu,CRUELTY BY HUSBAND OR RELATIVES,2011,,,
Delhi UT,CRUELTY BY HUSBAND OR RELATIVES,2011,,,
Lakshadweep,CRUELTY BY HUSBAND OR RELATIVES,2011,,,
Puducherry,CRUELTY BY HUSBAND OR RELATIVES,2011,,,
All India,CRUELTY BY HUSBAND OR RELATIVES,2011,,,
Andhra Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2011,,,
Arunachal Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2011,,,
Assam,IMMORAL TRAFFIC(PREVENTION)ACT,2011,,,
Bihar,IMMORAL TRAFFIC(PREVENTION)ACT,2011,,,
Chhattisgarh,IMMORAL TRAFFIC(PREVENTION)ACT,2011,,,
Goa,IMMORAL TRAFFIC(PREVENTION)ACT,2011,,,
Gujarat,IMMORAL TRAFFIC(PREVENTION)ACT,2011,,,
Haryana,IMMORAL TRAFFIC(PREVENTION)ACT,2011,,,
Himachal Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2011,,,
Jammu & Kashmir,IMMORAL TRAFFIC(PREVENTION)ACT,2011,,,
Jharkhand,IMMORAL TRAFFIC(PREVENTION)ACT,2011,,,
Karnataka,IMMORAL TRAFFIC(PREVENTION)ACT,2011,,,
Kerala,IMMORAL TRAFFIC(PREVENTION)ACT,2011,,,
Madhya Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2011,,,
Maharashtra,IMMORAL TRAFFIC(PREVENTION)ACT,2011,,,
Manipur,IMMORAL TRAFFIC(PREVENTION)ACT,2011,,,
Meghalaya,IMMORAL TRAFFIC(PREVENTION)ACT,2011,,,
Mizoram,IMMORAL TRAFFIC(PREVENTION)ACT,2011,,,
Nagaland,IMMORAL TRAFFIC(PREVENTION)ACT,2011,,,
Odisha,IMMORAL TRAFFIC(PREVENTION)ACT,2011,,,
Punjab,IMMORAL TRAFFIC(PREVENTION)ACT,2011,,,
Rajasthan,IMMORAL TRAFFIC(PREVENTION)ACT,2011,,,
Sikkim,IMMORAL TRAFFIC(PREVENTION)ACT,2011,,,
Tamil Nadu,IMMORAL TRAFFIC(PREVENTION)ACT,2011,,,
Tripura,IMMORAL TRAFFIC(PREVENTION)ACT,2011,,,
Uttar Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2011,,,
Uttarakhand,IMMORAL TRAFFIC(PREVENTION)ACT,2011,,,
West Bengal,IMMORAL TRAFFIC(PREVENTION)ACT,2011,,,
A&N Islands,IMMORAL TRAFFIC(PREVENTION)ACT,2011,,,
Chandigarh,IMMORAL TRAFFIC(PREVENTION)ACT,2011,,,
D&N Haveli,IMMORAL TRAFFIC(PREVENTION)ACT,2011,,,
Daman & Diu,IMMORAL TRAFFIC(PREVENTION)ACT,2011,,,
Delhi UT,IMMORAL TRAFFIC(PREVENTION)ACT,2011,,,
Lakshadweep,IMMORAL TRAFFIC(PREVENTION)ACT,2011,,,
Puducherry,IMMORAL TRAFFIC(PREVENTION)ACT,2011,,,
All India,IMMORAL TRAFFIC(PREVENTION)ACT,2011,,,
Andhra Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2011,,,
Arunachal Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2011,,,
Assam,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2011,,,
Bihar,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2011,,,
Chhattisgarh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2011,,,
Goa,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2011,,,
Gujarat,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2011,,,
Haryana,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2011,,,
Himachal Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2011,,,
Jammu & Kashmir,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2011,,,
Jharkhand,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2011,,,
Karnataka,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2011,,,
Kerala,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2011,,,
Madhya Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2011,,,
Maharashtra,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2011,,,
Manipur,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2011,,,
Meghalaya,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2011,,,
Mizoram,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2011,,,
Nagaland,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2011,,,
Odisha,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2011,,,
Punjab,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2011,,,
Rajasthan,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2011,,,
Sikkim,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2011,,,
Tamil Nadu,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2011,,,
Tripura,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2011,,,
Uttar Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2011,,,
Uttarakhand,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2011,,,
West Bengal,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2011,,,
A&N Islands,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2011,,,
Chandigarh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2011,,,
D&N Haveli,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2011,,,
Daman & Diu,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2011,,,
Delhi UT,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2011,,,
Lakshadweep,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2011,,,
Puducherry,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2011,,,
All India,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2011,,,
Andhra Pradesh,TOTAL CRIMES AGAINST WOMEN,2011,,,
Arunachal Pradesh,TOTAL CRIMES AGAINST WOMEN,2011,,,
Assam,TOTAL CRIMES AGAINST WOMEN,2011,,,
Bihar,TOTAL CRIMES AGAINST WOMEN,2011,,,
Chhattisgarh,TOTAL CRIMES AGAINST WOMEN,2011,,,
Goa,TOTAL CRIMES AGAINST WOMEN,2011,,,
Gujarat,TOTAL CRIMES AGAINST WOMEN,2011,,,
Haryana,TOTAL CRIMES AGAINST WOMEN,2011,,,
Himachal Pradesh,TOTAL CRIMES AGAINST WOMEN,2011,,,
Jammu & Kashmir,TOTAL CRIMES AGAINST WOMEN,2011,,,
Jharkhand,TOTAL CRIMES AGAINST WOMEN,2011,,,
Karnataka,TOTAL CRIMES AGAINST WOMEN,2011,,,
Kerala,TOTAL CRIMES AGAINST WOMEN,2011,,,
Madhya Pradesh,TOTAL CRIMES AGAINST WOMEN,2011,,,
Maharashtra,TOTAL CRIMES AGAINST WOMEN,2011,,,
Manipur,TOTAL CRIMES AGAINST WOMEN,2011,,,
Meghalaya,TOTAL CRIMES AGAINST WOMEN,2011,,,
Mizoram,TOTAL CRIMES AGAINST WOMEN,2011,,,
Nagaland,TOTAL CRIMES AGAINST WOMEN,2011,,,
Odisha,TOTAL CRIMES AGAINST WOMEN,2011,,,
Punjab,TOTAL CRIMES AGAINST WOMEN,2011,,,
Rajasthan,TOTAL CRIMES AGAINST WOMEN,2011,,,
Sikkim,TOTAL CRIMES AGAINST WOMEN,2011,,,
Tamil Nadu,TOTAL CRIMES AGAINST WOMEN,2011,,,
Tripura,TOTAL CRIMES AGAINST WOMEN,2011,,,
Uttar Pradesh,TOTAL CRIMES AGAINST WOMEN,2011,,,
Uttarakhand,TOTAL CRIMES AGAINST WOMEN,2011,,,
West Bengal,TOTAL CRIMES AGAINST WOMEN,2011,,,
A&N Islands,TOTAL CRIMES AGAINST WOMEN,2011,,,
Chandigarh,TOTAL CRIMES AGAINST WOMEN,2011,,,
D&N Haveli,TOTAL CRIMES AGAINST WOMEN,2011,,,
Daman & Diu,TOTAL CRIMES AGAINST WOMEN,2011,,,
Delhi UT,TOTAL CRIMES AGAINST WOMEN,2011,,,
Lakshadweep,TOTAL CRIMES AGAINST WOMEN,2011,,,
Puducherry,TOTAL CRIMES AGAINST WOMEN,2011,,,
TOTAL Crime against Women,TOTAL CRIMES AGAINST WOMEN,2011,,,
Andhra Pradesh,RAPE,2012,,,
Arunachal Pradesh,RAPE,2012,,,
Assam,RAPE,2012,,,
Bihar,RAPE,2012,,,
Chhattisgarh,RAPE,2012,,,
Goa,RAPE,2012,,,
Gujarat,RAPE,2012,,,
Haryana,RAPE,2012,,,
Himachal Pradesh,RAPE,2012,,,
Jammu & Kashmir,RAPE,2012,,,
Jharkhand,RAPE,2012,,,
Karnataka,RAPE,2012,,,
Kerala,RAPE,2012,,,
Madhya Pradesh,RAPE,2012,,,
Maharashtra,RAPE,2012,,,
Manipur,RAPE,2012,,,
Meghalaya,RAPE,2012,,,
Mizoram,RAPE,2012,,,
Nagaland,RAPE,2012,,,
Odisha,RAPE,2012,,,
Punjab,RAPE,2012,,,
Rajasthan,RAPE,2012,,,
Sikkim,RAPE,2012,,,
Tamil Nadu,RAPE,2012,,,
Tripura,RAPE,2012,,,
Uttar Pradesh,RAPE,2012,,,
Uttarakhand,RAPE,2012,,,
West Bengal,RAPE,2012,,,
A&N Islands,RAPE,2012,,,
Chandigarh,RAPE,2012,,,
D&N Haveli,RAPE,2012,,,
Daman & Diu,RAPE,2012,,,
Delhi UT,RAPE,2012,,,
Lakshadweep,RAPE,2012,,,
Puducherry,RAPE,2012,,,
All India,RAPE,2012,,,
Andhra Pradesh,KIDNAPPING & ABDUCTION,2012,,,
Arunachal Pradesh,KIDNAPPING & ABDUCTION,2012,,,
Assam,KIDNAPPING & ABDUCTION,2012,,,
Bihar,KIDNAPPING & ABDUCTION,2012,,,
Chhattisgarh,KIDNAPPING & ABDUCTION,2012,,,
Goa,KIDNAPPING & ABDUCTION,2012,,,
Gujarat,KIDNAPPING & ABDUCTION,2012,,,
Haryana,KIDNAPPING & ABDUCTION,2012,,,
Himachal Pradesh,KIDNAPPING & ABDUCTION,2012,,,
Jammu & Kashmir,KIDNAPPING & ABDUCTION,2012,,,
Jharkhand,KIDNAPPING & ABDUCTION,2012,,,
Karnataka,KIDNAPPING & ABDUCTION,2012,,,
Kerala,KIDNAPPING & ABDUCTION,2012,,,
Madhya Pradesh,KIDNAPPING & ABDUCTION,2012,,,
Maharashtra,KIDNAPPING & ABDUCTION,2012,,,
Manipur,KIDNAPPING & ABDUCTION,2012,,,
Meghalaya,KIDNAPPING & ABDUCTION,2012,,,
Mizoram,KIDNAPPING & ABDUCTION,2012,,,
Nagaland,KIDNAPPING & ABDUCTION,2012,,,
Odisha,KIDNAPPING & ABDUCTION,2012,,,
Punjab,KIDNAPPING & ABDUCTION,2012,,,
Rajasthan,KIDNAPPING & ABDUCTION,2012,,,
Sikkim,KIDNAPPING & ABDUCTION,2012,,,
Tamil Nadu,KIDNAPPING & ABDUCTION,2012,,,
Tripura,KIDNAPPING & ABDUCTION,2012,,,
Uttar Pradesh,KIDNAPPING & ABDUCTION,2012,,,
Uttarakhand,KIDNAPPING & ABDUCTION,2012,,,
West Bengal,KIDNAPPING & ABDUCTION,2012,,,
A&N Islands,KIDNAPPING & ABDUCTION,2012,,,
Chandigarh,KIDNAPPING & ABDUCTION,2012,,,
D&N Haveli,KIDNAPPING & ABDUCTION,2012,,,
Daman & Diu,KIDNAPPING & ABDUCTION,2012,,,
Delhi UT,KIDNAPPING & ABDUCTION,2012,,,
Lakshadweep,KIDNAPPING & ABDUCTION,2012,,,
Puducherry,KIDNAPPING & ABDUCTION,2012,,,
ALL INDIA K&A,KIDNAPPING & ABDUCTION,2012,,,
Andhra Pradesh,DOWRY DEATH,2012,,,
Arunachal Pradesh,DOWRY DEATH,2012,,,
Assam,DOWRY DEATH,2012,,,
Bihar,DOWRY DEATH,2012,,,
Chhattisgarh,DOWRY DEATH,2012,,,
Goa,DOWRY DEATH,2012,,,
Gujarat,DOWRY DEATH,2012,,,
Haryana,DOWRY DEATH,2012,,,
Himachal Pradesh,DOWRY DEATH,2012,,,
Jammu & Kashmir,DOWRY DEATH,2012,,,
Jharkhand,DOWRY DEATH,2012,,,
Karnataka,DOWRY DEATH,2012,,,
Kerala,DOWRY DEATH,2012,,,
Madhya Pradesh,DOWRY DEATH,2012,,,
Maharashtra,DOWRY DEATH,2012,,,
Manipur,DOWRY DEATH,2012,,,
Meghalaya,DOWRY DEATH,2012,,,
Mizoram,DOWRY DEATH,2012,,,
Nagaland,DOWRY DEATH,2012,,,
Odisha,DOWRY DEATH,2012,,,
Punjab,DOWRY DEATH,2012,,,
Rajasthan,DOWRY DEATH,2012,,,
Sikkim,DOWRY DEATH,2012,,,
Tamil Nadu,DOWRY DEATH,2012,,,
Tripura,DOWRY DEATH,2012,,,
Uttar Pradesh,DOWRY DEATH,2012,,,
Uttarakhand,DOWRY DEATH,2012,,,
West Bengal,DOWRY DEATH,2012,,,
A&N Islands,DOWRY DEATH,2012,,,
Chandigarh,DOWRY DEATH,2012,,,
D&N Haveli,DOWRY DEATH,2012,,,
Daman & Diu,DOWRY DEATH,2012,,,
Delhi UT,DOWRY DEATH,2012,,,
Lakshadweep,DOWRY DEATH,2012,,,
Puducherry,DOWRY DEATH,2012,,,
ALL INDIA,DOWRY DEATH,2012,,,
Andhra Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,,,
Arunachal Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,,,
Assam,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,,,
Bihar,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,,,
Chhattisgarh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,,,
Goa,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,,,
Gujarat,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,,,
Haryana,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,,,
Himachal Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,,,
Jammu & Kashmir,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,,,
Jharkhand,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,,,
Karnataka,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,,,
Kerala,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,,,
Madhya Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,,,
Maharashtra,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,,,
Manipur,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,,,
Meghalaya,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,,,
Mizoram,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,,,
Nagaland,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,,,
Odisha,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,,,
Punjab,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,,,
Rajasthan,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,,,
Sikkim,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,,,
Tamil Nadu,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,,,
Tripura,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,,,
Uttar Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,,,
Uttarakhand,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,,,
West Bengal,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,,,
A&N Islands,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,,,
Chandigarh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,,,
D&N Haveli,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,,,
Daman & Diu,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,,,
Delhi UT,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,,,
Lakshadweep,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,,,
Puducherry,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,,,
All India,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2012,,,
Andhra Pradesh,INSULT TO THE MODESTY OF WOMEN,2012,,,
Arunachal Pradesh,INSULT TO THE MODESTY OF WOMEN,2012,,,
Assam,INSULT TO THE MODESTY OF WOMEN,2012,,,
Bihar,INSULT TO THE MODESTY OF WOMEN,2012,,,
Chhattisgarh,INSULT TO THE MODESTY OF WOMEN,2012,,,
Goa,INSULT TO THE MODESTY OF WOMEN,2012,,,
Gujarat,INSULT TO THE MODESTY OF WOMEN,2012,,,
Haryana,INSULT TO THE MODESTY OF WOMEN,2012,,,
Himachal Pradesh,INSULT TO THE MODESTY OF WOMEN,2012,,,
Jammu & Kashmir,INSULT TO THE MODESTY OF WOMEN,2012,,,
Jharkhand,INSULT TO THE MODESTY OF WOMEN,2012,,,
Karnataka,INSULT TO THE MODESTY OF WOMEN,2012,,,
Kerala,INSULT TO THE MODESTY OF WOMEN,2012,,,
Madhya Pradesh,INSULT TO THE MODESTY OF WOMEN,2012,,,
Maharashtra,INSULT TO THE MODESTY OF WOMEN,2012,,,
Manipur,INSULT TO THE MODESTY OF WOMEN,2012,,,
Meghalaya,INSULT TO THE MODESTY OF WOMEN,2012,,,
Mizoram,INSULT TO THE MODESTY OF WOMEN,2012,,,
Nagaland,INSULT TO THE MODESTY OF WOMEN,2012,,,
Odisha,INSULT TO THE MODESTY OF WOMEN,2012,,,
Punjab,INSULT TO THE MODESTY OF WOMEN,2012,,,
Rajasthan,INSULT TO THE MODESTY OF WOMEN,2012,,,
Sikkim,INSULT TO THE MODESTY OF WOMEN,2012,,,
Tamil Nadu,INSULT TO THE MODESTY OF WOMEN,2012,,,
Tripura,INSULT TO THE MODESTY OF WOMEN,2012,,,
Uttar Pradesh,INSULT TO THE MODESTY OF WOMEN,2012,,,
Uttarakhand,INSULT TO THE MODESTY OF WOMEN,2012,,,
West Bengal,INSULT TO THE MODESTY OF WOMEN,2012,,,
A&N Islands,INSULT TO THE MODESTY OF WOMEN,2012,,,
Chandigarh,INSULT TO THE MODESTY OF WOMEN,2012,,,
D&N Haveli,INSULT TO THE MODESTY OF WOMEN,2012,,,
Daman & Diu,INSULT TO THE MODESTY OF WOMEN,2012,,,
Delhi UT,INSULT TO THE MODESTY OF WOMEN,2012,,,
Lakshadweep,INSULT TO THE MODESTY OF WOMEN,2012,,,
Puducherry,INSULT TO THE MODESTY OF WOMEN,2012,,,
All India,INSULT TO THE MODESTY OF WOMEN,2012,,,
Andhra Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2012,,,
Arunachal Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2012,,,
Assam,CRUELTY BY HUSBAND OR RELATIVES,2012,,,
Bihar,CRUELTY BY HUSBAND OR RELATIVES,2012,,,
Chhattisgarh,CRUELTY BY HUSBAND OR RELATIVES,2012,,,
Goa,CRUELTY BY HUSBAND OR RELATIVES,2012,,,
Gujarat,CRUELTY BY HUSBAND OR RELATIVES,2012,,,
Haryana,CRUELTY BY HUSBAND OR RELATIVES,2012,,,
Himachal Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2012,,,
Jammu & Kashmir,CRUELTY BY HUSBAND OR RELATIVES,2012,,,
Jharkhand,CRUELTY BY HUSBAND OR RELATIVES,2012,,,
Karnataka,CRUELTY BY HUSBAND OR RELATIVES,2012,,,
Kerala,CRUELTY BY HUSBAND OR RELATIVES,2012,,,
Madhya Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2012,,,
Maharashtra,CRUELTY BY HUSBAND OR RELATIVES,2012,,,
Manipur,CRUELTY BY HUSBAND OR RELATIVES,2012,,,
Meghalaya,CRUELTY BY HUSBAND OR RELATIVES,2012,,,
Mizoram,CRUELTY BY HUSBAND OR RELATIVES,2012,,,
Nagaland,CRUELTY BY HUSBAND OR RELATIVES,2012,,,
Odisha,CRUELTY BY HUSBAND OR RELATIVES,2012,,,
Punjab,CRUELTY BY HUSBAND OR RELATIVES,2012,,,
Rajasthan,CRUELTY BY HUSBAND OR RELATIVES,2012,,,
Sikkim,CRUELTY BY HUSBAND OR RELATIVES,2012,,,
Tamil Nadu,CRUELTY BY HUSBAND OR RELATIVES,2012,,,
Tripura,CRUELTY BY HUSBAND OR RELATIVES,2012,,,
Uttar Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2012,,,
Uttarakhand,CRUELTY BY HUSBAND OR RELATIVES,2012,,,
West Bengal,CRUELTY BY HUSBAND OR RELATIVES,2012,,,
A&N Islands,CRUELTY BY HUSBAND OR RELATIVES,2012,,,
Chandigarh,CRUELTY BY HUSBAND OR RELATIVES,2012,,,
D&N Haveli,CRUELTY BY HUSBAND OR RELATIVES,2012,,,
Daman & Diu,CRUELTY BY HUSBAND OR RELATIVES,2012,,,
Delhi UT,CRUELTY BY HUSBAND OR RELATIVES,2012,,,
Lakshadweep,CRUELTY BY HUSBAND OR RELATIVES,2012,,,
Puducherry,CRUELTY BY HUSBAND OR RELATIVES,2012,,,
All India,CRUELTY BY HUSBAND OR RELATIVES,2012,,,
Andhra Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2012,,,
Arunachal Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2012,,,
Assam,IMMORAL TRAFFIC(PREVENTION)ACT,2012,,,
Bihar,IMMORAL TRAFFIC(PREVENTION)ACT,2012,,,
Chhattisgarh,IMMORAL TRAFFIC(PREVENTION)ACT,2012,,,
Goa,IMMORAL TRAFFIC(PREVENTION)ACT,2012,,,
Gujarat,IMMORAL TRAFFIC(PREVENTION)ACT,2012,,,
Haryana,IMMORAL TRAFFIC(PREVENTION)ACT,2012,,,
Himachal Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2012,,,
Jammu & Kashmir,IMMORAL TRAFFIC(PREVENTION)ACT,2012,,,
Jharkhand,IMMORAL TRAFFIC(PREVENTION)ACT,2012,,,
Karnataka,IMMORAL TRAFFIC(PREVENTION)ACT,2012,,,
Kerala,IMMORAL TRAFFIC(PREVENTION)ACT,2012,,,
Madhya Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2012,,,
Maharashtra,IMMORAL TRAFFIC(PREVENTION)ACT,2012,,,
Manipur,IMMORAL TRAFFIC(PREVENTION)ACT,2012,,,
Meghalaya,IMMORAL TRAFFIC(PREVENTION)ACT,2012,,,
Mizoram,IMMORAL TRAFFIC(PREVENTION)ACT,2012,,,
Nagaland,IMMORAL TRAFFIC(PREVENTION)ACT,2012,,,
Odisha,IMMORAL TRAFFIC(PREVENTION)ACT,2012,,,
Punjab,IMMORAL TRAFFIC(PREVENTION)ACT,2012,,,
Rajasthan,IMMORAL TRAFFIC(PREVENTION)ACT,2012,,,
Sikkim,IMMORAL TRAFFIC(PREVENTION)ACT,2012,,,
Tamil Nadu,IMMORAL TRAFFIC(PREVENTION)ACT,2012,,,
Tripura,IMMORAL TRAFFIC(PREVENTION)ACT,2012,,,
Uttar Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2012,,,
Uttarakhand,IMMORAL TRAFFIC(PREVENTION)ACT,2012,,,
West Bengal,IMMORAL TRAFFIC(PREVENTION)ACT,2012,,,
A&N Islands,IMMORAL TRAFFIC(PREVENTION)ACT,2012,,,
Chandigarh,IMMORAL TRAFFIC(PREVENTION)ACT,2012,,,
D&N Haveli,IMMORAL TRAFFIC(PREVENTION)ACT,2012,,,
Daman & Diu,IMMORAL TRAFFIC(PREVENTION)ACT,2012,,,
Delhi UT,IMMORAL TRAFFIC(PREVENTION)ACT,2012,,,
Lakshadweep,IMMORAL TRAFFIC(PREVENTION)ACT,2012,,,
Puducherry,IMMORAL TRAFFIC(PREVENTION)ACT,2012,,,
All India,IMMORAL TRAFFIC(PREVENTION)ACT,2012,,,
Andhra Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2012,,,
Arunachal Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2012,,,
Assam,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2012,,,
Bihar,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2012,,,
Chhattisgarh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2012,,,
Goa,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2012,,,
Gujarat,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2012,,,
